run_time,graph_key,graph_type,task_type,method,ground_truth,predicted,path_accuracy,edit_distance,gt_reward,pred_reward,reward_diff,attention_ratio,rsa_corr,rsa_p,heatmap_file,rsm_file,notes
2025-11-30 18:06:08,n7line_valuePath,n7line,valuePath,scratchpad,Room 1 -> Room 2 -> Room 3 -> Room 4 -> Room 5 -> Room 6 -> Room 7,Step 4: Current room: [Room 4] -> Choices: [Room 5],0,7,50,0,50,0.0638639450673146,0.5675953683430672,0.007279654418642966,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7line_valuePath_heatmap.png,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7line_valuePath_rsm.png,
2025-11-30 18:11:23,n7line_valuePath,n7line,valuePath,hybrid,Room 1 -> Room 2 -> Room 3 -> Room 4 -> Room 5 -> Room 6 -> Room 7,Room 1 -> Room 2 -> Room 3 -> Room 4 -> Room 5 -> Room 6 -> Room 7,1,0,50,50,0,,,,,,
2025-11-30 18:16:48,n7line_rewardReval,n7line,rewardReval,scratchpad,Room 1 -> Room 2 -> Room 3 -> Room 4 -> Room 5,Step 1: Current room: [Room 1] -> Choices: [Room 2] -> Chosen: [Room 2],0,5,60,0,60,0.0606040238592281,0.7051741051662697,0.0003566363380338347,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7line_rewardReval_heatmap.png,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7line_rewardReval_rsm.png,
2025-11-30 18:22:18,n7line_rewardReval,n7line,rewardReval,hybrid,Room 1 -> Room 2 -> Room 3 -> Room 4 -> Room 5,Room 1 -> Room 2 -> Room 3 -> Room 4 -> Room 5 -> Room 6 -> Room 7,0,2,60,50,10,,,,,,
2025-11-30 18:27:54,n7tree_valuePath,n7tree,valuePath,scratchpad,Room 1 -> Room 3 -> Room 7,Step 4: Current room: [Room 4,0,3,50,0,50,0.06512060021494953,-0.4071556481603883,0.06696992263628605,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7tree_valuePath_heatmap.png,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7tree_valuePath_rsm.png,
2025-11-30 18:33:21,n7tree_valuePath,n7tree,valuePath,hybrid,Room 1 -> Room 3 -> Room 7,Room 1 -> Room 3 -> Room 7,1,0,50,50,0,,,,,,
2025-11-30 18:38:58,n7tree_rewardReval,n7tree,rewardReval,scratchpad,Room 1 -> Room 2 -> Room 4,Step 1: Current room: [Room 1] -> Choices: [Room 2 -> Room 3] -> Chosen: [Room,0,4,60,0,60,0.06052302184568952,-0.4078297469156207,0.06647559175992808,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7tree_rewardReval_heatmap.png,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n7tree_rewardReval_rsm.png,
2025-11-30 18:44:09,n7tree_rewardReval,n7tree,rewardReval,hybrid,Room 1 -> Room 2 -> Room 4,Room 1 -> Room 2 -> Room 4,1,0,60,60,0,,,,,,
2025-11-30 18:49:34,n15clustered_valuePath,n15clustered,valuePath,scratchpad,Room 1 -> Room 5 -> Room 6 -> Room 10 -> Room 11 -> Room 15,Step 3: Current room: [Room 3] -> Choices: [Room,0,6,75,0,75,0.05298180749630883,0.5878046560761881,4.33088285555112e-11,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n15clustered_valuePath_heatmap.png,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n15clustered_valuePath_rsm.png,
2025-11-30 18:54:40,n15clustered_valuePath,n15clustered,valuePath,hybrid,Room 1 -> Room 5 -> Room 6 -> Room 10 -> Room 11 -> Room 15,,0,6,75,0,75,,,,,,
2025-11-30 19:00:14,n15clustered_rewardReval,n15clustered,rewardReval,scratchpad,Room 1 -> Room 4,For each step: Step i: Current room: [Room X] -> Choices: [Room A -> Room B] -> Chosen: [Room Y],0,4,85,0,85,0.044884705230089764,0.5630121889836733,4.061419585642607e-10,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n15clustered_rewardReval_heatmap.png,evaluation_results/microsoft_phi-3-mini-4k-instruct/20251130_175943/n15clustered_rewardReval_rsm.png,
2025-11-30 19:05:24,n15clustered_rewardReval,n15clustered,rewardReval,hybrid,Room 1 -> Room 4,Room 1 -> Room 4,1,0,85,85,0,,,,,,
